Order_ID,Country,Category,Unit_Price,Quantity,Order_Date,Total_Amount
503,USA,Fashion,430.77,7,9/3/2025,3015.39
504,Pakistan,Books,362.79,3,9/1/2025,1088.37
505,China,Beauty,38.5,4,3/28/2025,154
506,Canada,Fashion,355.38,3,8/5/2025,1066.14
507,India,Fashion,274.05,3,1/7/2025,822.15
508,USA,Toys,45.45,4,10/5/2025,181.8
509,Pakistan,Books,231.86,5,7/29/2025,1159.3
510,China,Sports,244.92,1,6/18/2025,244.92
511,India,Home Decor,87.06,4,5/18/2025,348.24
512,China,Grocery,473.12,8,8/18/2025,3784.96
513,Germany,Grocery,425.74,7,6/10/2025,2980.18
514,Pakistan,Beauty,336.17,9,1/1/2025,3025.53
515,India,Beauty,233.84,5,8/24/2025,1169.2
516,Brazil,Grocery,208.82,4,7/7/2025,835.28
517,UAE,Home Decor,327.23,8,1/4/2025,2617.84
518,UAE,Grocery,274.99,9,5/12/2025,2474.91
519,India,Sports,35.83,7,8/6/2025,250.81
520,China,Home Decor,258.69,7,9/17/2025,1810.83
521,Pakistan,Beauty,404.17,5,1/1/2025,2020.85
522,UAE,Electronics,232.32,4,3/12/2025,929.28
523,Pakistan,Toys,30.72,1,6/27/2025,30.72
524,UAE,Sports,394.21,7,7/8/2025,2759.47
525,Germany,Sports,104.68,1,10/18/2025,104.68
526,China,Books,133.02,1,1/8/2025,133.02
527,Germany,Beauty,86.53,5,9/10/2025,432.65
528,UAE,Beauty,168.46,9,10/19/2025,1516.14
529,Brazil,Fashion,379.59,6,9/1/2025,2277.54
530,Brazil,Sports,262.1,3,5/3/2025,786.3
531,Germany,Fashion,106.42,3,10/26/2025,319.26
532,Brazil,Fashion,439.53,7,10/10/2025,3076.71
533,UAE,Toys,440.39,6,2/1/2025,2642.34
534,India,Fashion,435.94,9,5/26/2025,3923.46
535,Germany,Home Decor,123.2,6,6/5/2025,739.2
536,UK,Grocery,228.36,5,1/16/2025,1141.8
537,China,Electronics,492.57,7,2/16/2025,3447.99
538,Brazil,Beauty,387.15,1,9/8/2025,387.15
539,Brazil,Home Decor,18.45,7,7/6/2025,129.15
540,USA,Electronics,37.28,3,1/31/2025,111.84
541,Canada,Sports,234.65,9,9/17/2025,2111.85
542,Germany,Sports,455.06,6,1/17/2025,2730.36
543,Australia,Sports,271.66,9,2/8/2025,2444.94
544,Brazil,Home Decor,251.42,5,10/31/2025,1257.1
545,China,Home Decor,57.21,7,2/8/2025,400.47
546,UK,Beauty,330.11,4,5/12/2025,1320.44
547,Brazil,Grocery,411.94,7,1/30/2025,2883.58
548,UK,Books,193.31,1,6/7/2025,193.31
549,UAE,Fashion,388.93,7,10/5/2025,2722.51
550,UAE,Sports,482.42,8,7/22/2025,3859.36
551,Canada,Toys,105.86,5,3/7/2025,529.3
552,India,Grocery,264.05,2,4/18/2025,528.1
553,Australia,Toys,147.13,5,9/25/2025,735.65
554,USA,Beauty,397.46,6,8/10/2025,2384.76
555,Canada,Beauty,290.91,2,10/19/2025,581.82
556,Pakistan,Beauty,319.12,6,1/18/2025,1914.72
557,USA,Electronics,399.97,6,3/31/2025,2399.82
558,Germany,Toys,201.01,1,6/30/2025,201.01
559,China,Grocery,457.97,1,9/12/2025,457.97
560,Pakistan,Books,268.85,3,9/10/2025,806.55
561,Pakistan,Grocery,83.19,3,9/14/2025,249.57
562,Canada,Home Decor,349.47,4,3/28/2025,1397.88
563,India,Home Decor,397.66,2,3/31/2025,795.32
564,Canada,Sports,161.8,9,8/25/2025,1456.2
565,Germany,Books,429.3,7,3/11/2025,3005.1
566,Brazil,Home Decor,453.54,7,2/13/2025,3174.78
567,Brazil,Beauty,142.07,6,7/19/2025,852.42
568,India,Grocery,491.84,3,6/1/2025,1475.52
569,Germany,Toys,74.65,6,3/27/2025,447.9
570,India,Beauty,105,8,1/19/2025,840
571,UK,Electronics,96.19,8,4/11/2025,769.52
572,Brazil,Home Decor,447.52,9,4/5/2025,4027.68
573,Pakistan,Beauty,328.87,1,9/11/2025,328.87
574,Australia,Beauty,80.29,1,1/30/2025,80.29
575,China,Electronics,222.96,3,9/6/2025,668.88
576,Germany,Fashion,309.57,3,2/2/2025,928.71
577,USA,Grocery,46.31,8,8/17/2025,370.48
578,India,Toys,441.8,1,1/12/2025,441.8
579,China,Sports,402.78,2,4/28/2025,805.56
580,USA,Fashion,255.08,2,6/4/2025,510.16
581,China,Home Decor,483.73,3,9/3/2025,1451.19
582,Australia,Beauty,211.79,6,9/4/2025,1270.74
583,USA,Books,492.13,1,1/29/2025,492.13
584,Canada,Electronics,335.62,2,6/10/2025,671.24
585,UAE,Electronics,319.16,1,8/23/2025,319.16
586,Canada,Books,87.15,5,7/9/2025,435.75
587,Brazil,Grocery,441.55,7,4/27/2025,3090.85
588,UAE,Fashion,216.61,8,9/28/2025,1732.88
589,Canada,Sports,85.31,1,9/15/2025,85.31
590,UAE,Grocery,11.24,7,6/29/2025,78.68
591,UAE,Books,282.08,5,6/21/2025,1410.4
592,Pakistan,Beauty,266.06,1,10/1/2025,266.06
593,India,Books,361.08,3,9/16/2025,1083.24
594,India,Grocery,445.68,7,5/15/2025,3119.76
595,Pakistan,Toys,44.31,1,6/20/2025,44.31
596,China,Electronics,367.09,7,7/29/2025,2569.63
597,UK,Electronics,97.77,5,8/24/2025,488.85
598,China,Home Decor,429.8,1,7/5/2025,429.8
599,USA,Home Decor,410.44,1,4/5/2025,410.44
600,USA,Books,272.69,1,1/11/2025,272.69
601,UAE,Sports,356.57,9,3/9/2025,3209.13
602,Canada,Beauty,160.6,3,7/29/2025,481.8
603,Canada,Toys,238.23,5,7/15/2025,1191.15
604,India,Fashion,411.71,9,4/8/2025,3705.39
605,Germany,Grocery,232.34,6,4/3/2025,1394.04
606,China,Sports,182.11,9,1/22/2025,1638.99
607,Brazil,Beauty,249.64,8,6/21/2025,1997.12
608,Australia,Home Decor,414.98,8,5/14/2025,3319.84
609,Canada,Books,170.93,1,1/25/2025,170.93
610,Australia,Grocery,91.01,9,7/4/2025,819.09
611,UAE,Home Decor,357.45,6,3/26/2025,2144.7
612,Australia,Books,413.86,9,2/24/2025,3724.74
613,Brazil,Grocery,54.82,3,9/8/2025,164.46
614,Pakistan,Fashion,123.74,3,5/24/2025,371.22
615,Brazil,Beauty,75.28,6,6/16/2025,451.68
616,Australia,Grocery,177.23,9,8/12/2025,1595.07
617,Brazil,Toys,227.92,7,8/8/2025,1595.44
618,UK,Sports,375.67,3,6/28/2025,1127.01
619,UAE,Electronics,327.32,3,4/29/2025,981.96
620,China,Toys,312.36,2,9/22/2025,624.72
621,Pakistan,Toys,179.43,9,5/30/2025,1614.87
622,Canada,Sports,421.52,3,8/3/2025,1264.56
623,USA,Electronics,238.29,5,7/16/2025,1191.45
624,China,Toys,489.66,9,2/11/2025,4406.94
625,USA,Grocery,318.9,8,2/22/2025,2551.2
626,UAE,Grocery,67.5,2,9/8/2025,135
627,Pakistan,Grocery,339.71,3,10/22/2025,1019.13
628,India,Electronics,165.93,2,9/28/2025,331.86
629,Canada,Toys,344.73,8,5/3/2025,2757.84
630,UK,Books,39.47,6,9/23/2025,236.82
631,India,Electronics,91.57,6,1/29/2025,549.42
632,UAE,Grocery,428.59,9,2/4/2025,3857.31
633,China,Sports,117.45,8,1/6/2025,939.6
634,UK,Toys,419.34,4,4/21/2025,1677.36
635,Brazil,Toys,143.24,4,10/21/2025,572.96
636,Australia,Home Decor,323.23,9,3/18/2025,2909.07
637,UK,Home Decor,348.6,1,5/27/2025,348.6
638,UAE,Fashion,258.76,2,3/8/2025,517.52
639,Germany,Books,156.13,2,1/8/2025,312.26
640,Australia,Books,110.26,6,5/2/2025,661.56
641,USA,Beauty,21.43,4,6/24/2025,85.72
642,Canada,Books,155.45,3,6/28/2025,466.35
643,USA,Home Decor,328.32,3,3/26/2025,984.96
644,UK,Electronics,469.46,3,2/14/2025,1408.38
645,USA,Books,436.25,6,5/16/2025,2617.5
646,UAE,Home Decor,384.2,8,1/16/2025,3073.6
647,Brazil,Fashion,395.28,7,7/14/2025,2766.96
648,China,Toys,334.17,4,1/9/2025,1336.68
649,Canada,Books,133.84,4,1/15/2025,535.36
650,USA,Fashion,454.06,2,4/12/2025,908.12
651,USA,Toys,337.01,1,8/14/2025,337.01
652,UK,Sports,282.42,9,10/5/2025,2541.78
653,China,Sports,59.94,2,4/23/2025,119.88
654,India,Toys,226.29,8,1/1/2025,1810.32
655,USA,Books,232.88,9,9/23/2025,2095.92
656,UAE,Beauty,432.96,4,7/27/2025,1731.84
657,Germany,Home Decor,275.59,8,4/20/2025,2204.72
658,Canada,Electronics,193.3,9,7/19/2025,1739.7
659,USA,Electronics,488.52,5,1/12/2025,2442.6
660,UAE,Grocery,59.81,7,7/7/2025,418.67
661,UAE,Toys,214.16,4,6/3/2025,856.64
662,Canada,Electronics,25.8,1,10/6/2025,25.8
663,India,Books,371.25,3,6/20/2025,1113.75
664,UAE,Beauty,459.45,5,5/14/2025,2297.25
665,Germany,Toys,143.62,3,1/25/2025,430.86
666,UAE,Beauty,429.88,7,1/18/2025,3009.16
667,UAE,Books,149.65,9,7/9/2025,1346.85
668,UAE,Electronics,455.83,6,5/21/2025,2734.98
669,Brazil,Electronics,378.21,1,2/12/2025,378.21
670,Brazil,Grocery,403.43,7,10/11/2025,2824.01
671,India,Electronics,13.91,3,5/26/2025,41.73
672,USA,Toys,481.59,5,4/2/2025,2407.95
673,UAE,Books,364.7,4,6/28/2025,1458.8
674,China,Sports,155.85,5,2/25/2025,779.25
675,USA,Books,415.55,5,6/4/2025,2077.75
676,India,Toys,144.35,6,6/9/2025,866.1
677,Pakistan,Toys,437.01,6,4/21/2025,2622.06
678,USA,Grocery,60.73,8,5/17/2025,485.84
679,USA,Grocery,353.32,8,8/20/2025,2826.56
680,Australia,Electronics,272.65,9,8/8/2025,2453.85
681,UK,Fashion,52.78,8,3/9/2025,422.24
682,Australia,Books,124.74,2,10/29/2025,249.48
683,Germany,Books,11.14,1,9/6/2025,11.14
684,Brazil,Fashion,237.04,2,1/6/2025,474.08
685,Brazil,Grocery,154.13,2,10/7/2025,308.26
686,UK,Electronics,301.19,3,4/4/2025,903.57
687,Canada,Fashion,152.13,7,9/26/2025,1064.91
688,Canada,Electronics,153.46,2,7/16/2025,306.92
689,India,Electronics,372.88,1,1/25/2025,372.88
690,UK,Electronics,28.83,6,5/28/2025,172.98
691,USA,Home Decor,451.93,9,4/28/2025,4067.37
692,Canada,Toys,426.87,3,3/7/2025,1280.61
693,UAE,Electronics,335.56,6,10/28/2025,2013.36
694,China,Home Decor,298.64,3,6/24/2025,895.92
695,USA,Grocery,446.69,1,3/17/2025,446.69
696,Germany,Fashion,96.74,5,4/24/2025,483.7
697,UAE,Toys,44.09,4,4/21/2025,176.36
698,UAE,Sports,123.56,7,9/6/2025,864.92
699,UK,Fashion,398.32,6,7/22/2025,2389.92
700,India,Toys,22.16,7,5/27/2025,155.12
701,Germany,Sports,293.49,5,2/4/2025,1467.45
702,Canada,Fashion,497.74,4,1/26/2025,1990.96
703,UK,Toys,428.57,7,8/26/2025,2999.99
704,Canada,Fashion,263.12,7,1/14/2025,1841.84
705,UK,Fashion,36.5,6,2/14/2025,219
706,UK,Sports,416.53,8,8/4/2025,3332.24
707,UK,Fashion,301.49,4,8/21/2025,1205.96
708,India,Fashion,61.89,5,7/12/2025,309.45
709,UK,Sports,51.46,4,2/20/2025,205.84
710,Pakistan,Grocery,455.27,1,8/2/2025,455.27
711,China,Electronics,336.25,8,5/31/2025,2690
712,Canada,Books,415.5,1,10/2/2025,415.5
713,USA,Beauty,440.09,5,3/17/2025,2200.45
714,Australia,Home Decor,288.03,6,8/8/2025,1728.18
715,Germany,Beauty,261.14,6,7/6/2025,1566.84
716,Brazil,Beauty,218.06,5,10/16/2025,1090.3
717,India,Toys,161.89,3,1/28/2025,485.67
718,USA,Electronics,220.13,5,6/29/2025,1100.65
719,UAE,Toys,388.07,8,9/10/2025,3104.56
720,Pakistan,Electronics,302.95,2,5/6/2025,605.9
721,Brazil,Sports,446.8,6,6/26/2025,2680.8
722,Australia,Sports,224.47,9,2/6/2025,2020.23
723,USA,Books,305.51,8,4/9/2025,2444.08
724,Brazil,Electronics,317.5,8,4/8/2025,2540
725,USA,Fashion,297.89,8,5/7/2025,2383.12
726,Pakistan,Grocery,352.8,7,6/17/2025,2469.6
727,Australia,Books,122.53,8,3/21/2025,980.24
728,UAE,Books,258.62,6,10/21/2025,1551.72
729,UK,Fashion,56.59,2,5/6/2025,113.18
730,Canada,Grocery,195.33,2,5/30/2025,390.66
731,UAE,Toys,246.4,8,1/16/2025,1971.2
732,UK,Grocery,327.85,1,1/28/2025,327.85
733,India,Toys,475.51,6,6/22/2025,2853.06
734,China,Sports,302.32,6,2/15/2025,1813.92
735,Germany,Beauty,373.08,4,8/24/2025,1492.32
736,Germany,Sports,255.6,3,8/2/2025,766.8
737,Canada,Sports,318.88,3,3/26/2025,956.64
738,Australia,Beauty,40.11,1,10/9/2025,40.11
739,Pakistan,Grocery,130.92,3,8/20/2025,392.76
740,Australia,Books,184.12,4,3/26/2025,736.48
741,Pakistan,Grocery,238.88,5,3/6/2025,1194.4
742,Australia,Toys,27.6,3,5/14/2025,82.8
743,China,Fashion,74.31,6,5/31/2025,445.86
744,India,Toys,142.02,5,4/25/2025,710.1
745,India,Fashion,485.91,3,3/5/2025,1457.73
746,UK,Sports,169.02,6,6/7/2025,1014.12
747,Brazil,Beauty,243.61,6,3/18/2025,1461.66
748,India,Sports,102.07,8,5/26/2025,816.56
749,India,Electronics,307.34,2,8/13/2025,614.68
750,UAE,Grocery,143.94,1,4/13/2025,143.94
751,UAE,Fashion,107.46,4,10/28/2025,429.84
752,UK,Toys,260.7,7,3/29/2025,1824.9
753,Brazil,Beauty,7.73,3,10/30/2025,23.19
754,Canada,Fashion,8.79,3,6/17/2025,26.37
755,UAE,Toys,113.44,5,6/19/2025,567.2
756,Canada,Grocery,23.18,5,5/15/2025,115.9
757,USA,Sports,58.47,3,2/19/2025,175.41
758,UAE,Grocery,172.74,9,5/14/2025,1554.66
759,China,Home Decor,402.28,4,5/17/2025,1609.12
760,Brazil,Electronics,288.16,3,9/2/2025,864.48
761,UK,Home Decor,258.77,2,4/19/2025,517.54
762,USA,Beauty,150.28,9,10/14/2025,1352.52
763,Brazil,Fashion,466.22,4,1/21/2025,1864.88
764,China,Beauty,201.52,3,3/31/2025,604.56
765,Brazil,Sports,48.11,7,10/23/2025,336.77
766,China,Toys,310.45,8,4/22/2025,2483.6
767,China,Grocery,61.35,2,10/28/2025,122.7
768,Canada,Home Decor,175.89,7,3/18/2025,1231.23
769,Australia,Books,256.17,5,6/26/2025,1280.85
770,USA,Home Decor,437.74,5,5/28/2025,2188.7
771,Brazil,Sports,249.31,3,4/11/2025,747.93
772,Pakistan,Home Decor,352.62,5,9/3/2025,1763.1
773,USA,Sports,496.44,2,4/27/2025,992.88
774,Australia,Books,70.09,4,4/2/2025,280.36
775,USA,Beauty,140.99,6,1/28/2025,845.94
776,India,Grocery,200.32,1,1/25/2025,200.32
777,Pakistan,Fashion,213.8,4,2/27/2025,855.2
778,Australia,Toys,208.46,6,10/24/2025,1250.76
779,Canada,Fashion,454.27,9,5/14/2025,4088.43
780,Brazil,Beauty,358.45,2,9/6/2025,716.9
781,Germany,Toys,305.91,7,2/7/2025,2141.37
782,Australia,Home Decor,158.14,6,3/16/2025,948.84
783,UK,Books,412.78,2,5/22/2025,825.56
784,Brazil,Books,477.75,8,6/17/2025,3822
785,Australia,Electronics,411.49,7,9/16/2025,2880.43
786,India,Beauty,5.77,5,8/13/2025,28.85
787,Germany,Beauty,320.02,5,6/1/2025,1600.1
788,India,Grocery,30.31,7,1/19/2025,212.17
789,Germany,Fashion,132.52,9,5/26/2025,1192.68
790,UK,Beauty,34.46,9,8/29/2025,310.14
791,Brazil,Beauty,303.88,9,8/25/2025,2734.92
792,Canada,Home Decor,344.86,6,2/4/2025,2069.16
793,India,Home Decor,61.67,6,7/9/2025,370.02
794,India,Toys,195,3,1/1/2025,585
795,China,Sports,230.84,1,6/2/2025,230.84
796,Germany,Sports,187.68,7,5/6/2025,1313.76
797,UAE,Electronics,64.91,4,8/14/2025,259.64
798,Brazil,Sports,212.38,1,8/9/2025,212.38
799,Germany,Grocery,376.83,8,7/30/2025,3014.64
800,China,Electronics,40.15,6,1/25/2025,240.9
801,USA,Toys,44.69,6,1/16/2025,268.14
802,Germany,Home Decor,180.61,2,7/1/2025,361.22
803,Canada,Sports,471.15,1,5/9/2025,471.15
804,Brazil,Fashion,335.94,2,2/11/2025,671.88
805,China,Home Decor,340.94,4,8/24/2025,1363.76
806,USA,Books,184.15,2,2/3/2025,368.3
807,Pakistan,Grocery,298.86,1,2/14/2025,298.86
808,China,Home Decor,10.01,7,5/14/2025,70.07
809,Pakistan,Grocery,319.87,8,1/21/2025,2558.96
810,Brazil,Grocery,457.08,6,5/2/2025,2742.48
811,India,Grocery,308.22,4,3/11/2025,1232.88
812,China,Toys,437.48,6,2/17/2025,2624.88
813,UK,Grocery,363.37,3,2/8/2025,1090.11
814,Pakistan,Grocery,64.68,8,10/14/2025,517.44
815,Canada,Books,451.71,2,1/10/2025,903.42
816,UK,Fashion,37.89,5,1/30/2025,189.45
817,Australia,Electronics,269.31,1,9/1/2025,269.31
818,Australia,Beauty,75.36,6,10/1/2025,452.16
819,USA,Books,10.79,2,3/29/2025,21.58
820,India,Electronics,213.91,4,9/1/2025,855.64
821,Brazil,Grocery,151.05,6,1/15/2025,906.3
822,China,Fashion,245.57,8,1/4/2025,1964.56
823,UAE,Home Decor,290.71,8,7/10/2025,2325.68
824,Canada,Fashion,26.65,6,6/17/2025,159.9
825,Pakistan,Books,65.89,4,1/9/2025,263.56
826,Brazil,Grocery,281.53,8,4/19/2025,2252.24
827,UK,Fashion,174.87,8,5/17/2025,1398.96
828,Australia,Sports,365.94,1,6/3/2025,365.94
829,Canada,Fashion,327.88,4,7/28/2025,1311.52
830,UAE,Grocery,423.57,4,9/29/2025,1694.28
831,China,Toys,347.78,7,5/23/2025,2434.46
832,USA,Sports,217.82,7,4/9/2025,1524.74
833,UAE,Fashion,338.12,8,3/10/2025,2704.96
834,Canada,Beauty,141.31,5,9/4/2025,706.55
835,UAE,Beauty,156.63,7,9/18/2025,1096.41
836,Canada,Fashion,395.55,8,10/3/2025,3164.4
837,Canada,Toys,225.98,9,3/20/2025,2033.82
838,Germany,Home Decor,400.2,3,5/26/2025,1200.6
839,Pakistan,Grocery,412.1,3,4/21/2025,1236.3
840,Australia,Beauty,429.49,4,9/15/2025,1717.96
841,Germany,Home Decor,458.73,5,4/3/2025,2293.65
842,China,Fashion,218.34,1,1/13/2025,218.34
843,Germany,Books,162.84,7,9/17/2025,1139.88
844,India,Home Decor,293.19,9,4/19/2025,2638.71
845,India,Sports,188.73,8,7/8/2025,1509.84
846,Australia,Electronics,302.53,5,4/5/2025,1512.65
847,UAE,Beauty,354.27,4,4/15/2025,1417.08
848,Pakistan,Fashion,345.76,7,1/8/2025,2420.32
849,Australia,Books,190.4,5,3/8/2025,952
850,Canada,Grocery,87.6,7,7/10/2025,613.2
851,UK,Books,218.11,1,9/13/2025,218.11
852,Pakistan,Toys,75.58,1,1/9/2025,75.58
853,Pakistan,Sports,445.6,3,4/27/2025,1336.8
854,Canada,Fashion,176.21,2,9/24/2025,352.42
855,Canada,Grocery,81.46,2,4/9/2025,162.92
856,USA,Toys,17.6,7,10/25/2025,123.2
857,Australia,Toys,324.68,2,6/13/2025,649.36
858,Canada,Fashion,320.27,4,5/21/2025,1281.08
859,India,Sports,173.6,2,9/25/2025,347.2
860,China,Home Decor,40.5,6,2/6/2025,243
861,UK,Home Decor,207.77,8,3/15/2025,1662.16
862,Australia,Toys,159.05,4,3/14/2025,636.2
863,Brazil,Home Decor,340.17,5,7/18/2025,1700.85
864,India,Electronics,304.86,4,5/10/2025,1219.44
865,UAE,Toys,185.47,3,9/3/2025,556.41
866,Canada,Toys,112.86,5,3/1/2025,564.3
867,Brazil,Grocery,494.08,9,10/6/2025,4446.72
868,Canada,Home Decor,229.73,8,4/13/2025,1837.84
869,Pakistan,Sports,345.7,8,10/23/2025,2765.6
870,India,Toys,74.57,8,5/31/2025,596.56
871,Pakistan,Books,245.37,8,6/6/2025,1962.96
872,USA,Sports,18.63,7,7/25/2025,130.41
873,Pakistan,Electronics,255.2,8,6/28/2025,2041.6
874,USA,Grocery,482.19,8,7/16/2025,3857.52
875,USA,Fashion,195.18,8,8/11/2025,1561.44
876,Brazil,Sports,24.3,7,3/30/2025,170.1
877,Canada,Toys,20.32,1,10/14/2025,20.32
878,UAE,Electronics,197.05,4,10/3/2025,788.2
879,Pakistan,Beauty,84.21,4,8/24/2025,336.84
880,India,Electronics,16.56,5,7/2/2025,82.8
881,USA,Electronics,379.33,6,7/28/2025,2275.98
882,Canada,Grocery,231.97,4,5/10/2025,927.88
883,UK,Fashion,148.18,2,6/2/2025,296.36
884,Australia,Beauty,450.54,6,1/13/2025,2703.24
885,Brazil,Home Decor,62.49,8,5/2/2025,499.92
886,UAE,Home Decor,478.18,8,8/8/2025,3825.44
887,Germany,Sports,160.41,7,4/16/2025,1122.87
888,Brazil,Electronics,444.76,6,3/11/2025,2668.56
889,UK,Books,303.46,2,7/14/2025,606.92
890,Australia,Grocery,414.22,7,7/5/2025,2899.54
891,UK,Books,492.09,5,4/9/2025,2460.45
892,Pakistan,Grocery,147.76,6,3/23/2025,886.56
893,USA,Home Decor,480.76,8,3/16/2025,3846.08
894,UAE,Sports,197.79,8,7/11/2025,1582.32
895,China,Sports,195.83,3,8/2/2025,587.49
896,USA,Sports,173.49,7,5/24/2025,1214.43
897,China,Beauty,273,1,8/4/2025,273
898,Australia,Fashion,81.3,1,1/15/2025,81.3
899,Canada,Beauty,279.09,7,8/5/2025,1953.63
900,Germany,Toys,273.14,9,2/4/2025,2458.26
901,India,Toys,382.14,7,7/2/2025,2674.98
902,USA,Books,417.66,5,9/27/2025,2088.3
903,UAE,Fashion,223.02,8,4/10/2025,1784.16
904,UK,Home Decor,154.65,2,1/7/2025,309.3
905,UAE,Fashion,133.37,9,1/30/2025,1200.33
906,Australia,Grocery,101.34,6,11/1/2025,608.04
907,China,Toys,33.54,9,5/24/2025,301.86
908,UK,Electronics,174.51,2,4/21/2025,349.02
909,India,Electronics,138.77,3,8/20/2025,416.31
910,India,Home Decor,483.38,8,6/28/2025,3867.04
911,USA,Grocery,281.07,1,3/13/2025,281.07
912,Australia,Books,176.9,7,7/29/2025,1238.3
913,Canada,Beauty,292.33,7,8/8/2025,2046.31
914,Australia,Grocery,73.9,1,3/21/2025,73.9
915,China,Electronics,224.8,9,3/24/2025,2023.2
916,UAE,Electronics,314.99,8,2/11/2025,2519.92
917,India,Books,247,4,9/30/2025,988
918,UAE,Toys,203.88,5,7/10/2025,1019.4
919,UAE,Grocery,496.95,2,6/22/2025,993.9
920,UAE,Grocery,440.76,9,1/7/2025,3966.84
921,India,Electronics,313.59,6,6/4/2025,1881.54
922,Brazil,Beauty,286.84,3,1/10/2025,860.52
923,Pakistan,Home Decor,312.23,7,2/3/2025,2185.61
924,China,Sports,104.65,9,2/5/2025,941.85
925,Brazil,Home Decor,200.59,3,1/6/2025,601.77
926,China,Grocery,24.53,2,8/3/2025,49.06
927,UK,Home Decor,240.4,7,5/14/2025,1682.8
928,Australia,Electronics,273.8,7,10/12/2025,1916.6
929,Australia,Electronics,117.74,4,5/6/2025,470.96
930,Germany,Books,482.19,9,6/23/2025,4339.71
931,Australia,Grocery,455.18,8,6/1/2025,3641.44
932,India,Books,362.46,1,1/26/2025,362.46
933,Canada,Grocery,269.03,1,4/25/2025,269.03
934,USA,Sports,435.63,5,10/11/2025,2178.15
935,Germany,Sports,69.67,6,3/16/2025,418.02
936,USA,Toys,396.3,3,6/15/2025,1188.9
937,China,Grocery,66.79,9,7/8/2025,601.11
938,USA,Beauty,398.13,6,3/19/2025,2388.78
939,USA,Home Decor,141.5,4,3/31/2025,566
940,Germany,Grocery,439.16,7,6/25/2025,3074.12
941,UK,Fashion,472.3,8,1/21/2025,3778.4
942,UAE,Toys,78.65,9,2/23/2025,707.85
943,Australia,Fashion,234.02,6,7/3/2025,1404.12
944,Australia,Electronics,490.59,6,8/10/2025,2943.54
945,India,Sports,244.29,8,6/28/2025,1954.32
946,Germany,Home Decor,432.46,5,10/3/2025,2162.3
947,India,Grocery,296.42,3,4/22/2025,889.26
948,Canada,Fashion,190.79,3,8/12/2025,572.37
949,Canada,Home Decor,146.46,6,8/2/2025,878.76
950,India,Electronics,105.6,2,2/28/2025,211.2
951,Germany,Sports,382.09,6,4/19/2025,2292.54
952,India,Beauty,196.34,6,6/6/2025,1178.04
953,Australia,Toys,258.08,8,7/10/2025,2064.64
954,Brazil,Home Decor,248.7,7,7/19/2025,1740.9
955,Pakistan,Home Decor,290.75,8,7/15/2025,2326
956,USA,Beauty,433.46,9,2/4/2025,3901.14
957,Pakistan,Home Decor,490.47,6,9/3/2025,2942.82
958,Germany,Electronics,206.75,3,8/25/2025,620.25
959,Pakistan,Electronics,414.62,3,4/14/2025,1243.86
960,Canada,Beauty,383.44,1,1/7/2025,383.44
961,China,Toys,288.9,5,10/10/2025,1444.5
962,USA,Grocery,478.24,4,1/1/2025,1912.96
963,UAE,Fashion,104.23,9,8/7/2025,938.07
964,Germany,Grocery,59.09,9,8/18/2025,531.81
965,USA,Home Decor,427.71,5,6/21/2025,2138.55
966,Pakistan,Fashion,222.38,4,3/28/2025,889.52
967,Canada,Books,424.25,7,2/10/2025,2969.75
968,UK,Beauty,447.08,6,5/3/2025,2682.48
969,Brazil,Beauty,35.92,4,10/25/2025,143.68
970,UAE,Toys,442.32,2,6/27/2025,884.64
971,Brazil,Fashion,226.92,1,3/4/2025,226.92
972,USA,Electronics,257.66,4,6/14/2025,1030.64
973,Canada,Fashion,315.16,4,7/6/2025,1260.64
974,Canada,Home Decor,463.56,1,7/28/2025,463.56
975,Pakistan,Electronics,14.46,6,8/15/2025,86.76
976,Australia,Sports,241.04,4,2/17/2025,964.16
977,Pakistan,Sports,345.42,1,8/12/2025,345.42
978,Australia,Books,362.74,1,1/3/2025,362.74
979,Australia,Sports,347.8,1,6/24/2025,347.8
980,UAE,Beauty,71.55,8,4/9/2025,572.4
981,Pakistan,Fashion,153.2,8,4/26/2025,1225.6
982,UK,Sports,182.56,2,9/27/2025,365.12
983,India,Grocery,403.2,7,9/10/2025,2822.4
984,India,Toys,142.99,8,4/5/2025,1143.92
985,Pakistan,Grocery,109.3,8,9/30/2025,874.4
986,Pakistan,Sports,478.94,7,1/24/2025,3352.58
987,Brazil,Books,9.39,5,4/26/2025,46.95
988,UAE,Toys,498.92,1,5/31/2025,498.92
989,Pakistan,Home Decor,340.03,9,2/19/2025,3060.27
990,Brazil,Grocery,415.09,7,7/25/2025,2905.63
991,Australia,Books,150.84,2,3/20/2025,301.68
992,Canada,Fashion,12.09,6,3/11/2025,72.54
993,Canada,Fashion,370.25,2,1/27/2025,740.5
994,Australia,Grocery,417.9,1,9/28/2025,417.9
995,Germany,Sports,371.54,7,2/19/2025,2600.78
996,Brazil,Books,75.71,2,10/19/2025,151.42
997,Brazil,Fashion,377.95,2,9/4/2025,755.9
998,Australia,Home Decor,385.62,5,9/21/2025,1928.1
999,UK,Electronics,330.98,5,3/20/2025,1654.9
1000,China,Sports,384.23,7,7/9/2025,2689.61
1001,USA,Books,423.73,1,2/16/2025,423.73
1002,Australia,Home Decor,308.73,8,7/8/2025,2469.84
1003,Pakistan,Books,48.86,3,9/13/2025,146.58
1004,Pakistan,Toys,246.38,4,8/10/2025,985.52
